Epoch,Discriminator Loss,Generator Loss
222,0.000020,-0.000053
223,0.000019,-0.000047
224,0.000016,-0.000042
225,0.000013,-0.000035
226,0.000011,-0.000030
227,0.000008,-0.000024
228,0.000006,-0.000020
229,0.000005,-0.000016
230,0.000002,-0.000013
231,0.000004,-0.000017
232,0.000008,-0.000019
233,0.000011,-0.000026
234,0.000014,-0.000035
235,0.000014,-0.000036
236,0.000016,-0.000037
237,0.000016,-0.000040
238,0.000015,-0.000039
239,0.000014,-0.000037
240,0.000011,-0.000033
241,0.000010,-0.000030
242,0.000007,-0.000027
243,0.000005,-0.000027
244,0.000007,-0.000028
245,0.000010,-0.000033
246,0.000012,-0.000034
247,0.000013,-0.000037
248,0.000016,-0.000042
249,0.000017,-0.000042
250,0.000016,-0.000043
251,0.000014,-0.000040
252,0.000013,-0.000035
253,0.000011,-0.000031
254,0.000010,-0.000028
255,0.000008,-0.000024
256,0.000007,-0.000023
257,0.000006,-0.000022
258,0.000011,-0.000027
259,0.000011,-0.000031
260,0.000016,-0.000035
261,0.000013,-0.000036
262,0.000014,-0.000036
263,0.000012,-0.000033
264,0.000011,-0.000030
265,0.000010,-0.000029
266,0.000010,-0.000030
267,0.000008,-0.000029
268,0.000009,-0.000029
269,0.000012,-0.000034
270,0.000013,-0.000035
271,0.000014,-0.000036
272,0.000013,-0.000034
273,0.000012,-0.000031
274,0.000011,-0.000029
275,0.000010,-0.000028
276,0.000009,-0.000026
277,0.000010,-0.000028
278,0.000011,-0.000028
279,0.000010,-0.000029
280,0.000013,-0.000030
281,0.000013,-0.000031
282,0.000011,-0.000030
283,0.000011,-0.000029
284,0.000010,-0.000028
285,0.000010,-0.000027
286,0.000011,-0.000029
287,0.000010,-0.000031
288,0.000011,-0.000031
289,0.000011,-0.000030
290,0.000011,-0.000029
291,0.000010,-0.000028
292,0.000010,-0.000027
293,0.000010,-0.000026
294,0.000011,-0.000027
295,0.000011,-0.000028
296,0.000011,-0.000028
297,0.000010,-0.000028
298,0.000010,-0.000026
299,0.000010,-0.000026
300,0.000011,-0.000027
301,0.000011,-0.000028
302,0.000011,-0.000027
303,0.000010,-0.000027
304,0.000010,-0.000026
305,0.000010,-0.000024
306,0.000010,-0.000024
307,0.000010,-0.000025
308,0.000010,-0.000025
309,0.000011,-0.000025
310,0.000010,-0.000025
311,0.000009,-0.000024
312,0.000010,-0.000024
313,0.000010,-0.000025
314,0.000010,-0.000025
315,0.000010,-0.000025
316,0.000010,-0.000024
317,0.000010,-0.000024
318,0.000010,-0.000023
319,0.000009,-0.000024
320,0.000010,-0.000023
321,0.000010,-0.000024
322,0.000010,-0.000024
323,0.000010,-0.000024
324,0.000010,-0.000024
325,0.000010,-0.000023
326,0.000009,-0.000024
327,0.000010,-0.000023
328,0.000009,-0.000023
329,0.000009,-0.000022
330,0.000010,-0.000022
331,0.000010,-0.000022
332,0.000009,-0.000022
333,0.000009,-0.000021
334,0.000009,-0.000021
335,0.000009,-0.000021
336,0.000009,-0.000022
337,0.000009,-0.000021
338,0.000009,-0.000021
339,0.000009,-0.000021
340,0.000009,-0.000021
341,0.000009,-0.000020
342,0.000009,-0.000021
343,0.000009,-0.000020
344,0.000009,-0.000020
345,0.000009,-0.000020
346,0.000009,-0.000020
347,0.000009,-0.000019
348,0.000009,-0.000020
349,0.000009,-0.000019
350,0.000009,-0.000019
351,0.000008,-0.000019
352,0.000008,-0.000019
353,0.000009,-0.000019
354,0.000009,-0.000019
355,0.000008,-0.000018
356,0.000008,-0.000018
357,0.000008,-0.000018
358,0.000008,-0.000018
359,0.000008,-0.000018
360,0.000008,-0.000019
361,0.000008,-0.000018
362,0.000008,-0.000019
363,0.000008,-0.000018
364,0.000009,-0.000018
365,0.000008,-0.000018
366,0.000008,-0.000018
367,0.000008,-0.000017
368,0.000008,-0.000017
369,0.000008,-0.000017
370,0.000008,-0.000017
371,0.000008,-0.000017
372,0.000008,-0.000017
373,0.000008,-0.000017
374,0.000007,-0.000017
375,0.000008,-0.000017
376,0.000008,-0.000017
377,0.000007,-0.000016
378,0.000008,-0.000017
379,0.000008,-0.000016
380,0.000007,-0.000016
381,0.000007,-0.000017
382,0.000007,-0.000016
383,0.000007,-0.000016
384,0.000007,-0.000016
385,0.000007,-0.000016
386,0.000007,-0.000016
387,0.000007,-0.000016
388,0.000007,-0.000016
389,0.000007,-0.000016
390,0.000007,-0.000016
391,0.000007,-0.000016
392,0.000007,-0.000016
393,0.000007,-0.000015
394,0.000007,-0.000016
395,0.000007,-0.000016
396,0.000007,-0.000016
397,0.000007,-0.000016
398,0.000007,-0.000015
399,0.000007,-0.000015
400,0.000007,-0.000015
401,0.000007,-0.000015
402,0.000006,-0.000015
403,0.000007,-0.000015
404,0.000007,-0.000015
405,0.000007,-0.000015
406,0.000006,-0.000015
407,0.000007,-0.000015
408,0.000006,-0.000015
409,0.000006,-0.000015
410,0.000006,-0.000015
411,0.000006,-0.000015
412,0.000006,-0.000015
413,0.000006,-0.000015
414,0.000006,-0.000015
415,0.000006,-0.000015
416,0.000006,-0.000015
417,0.000006,-0.000015
418,0.000006,-0.000015
419,0.000006,-0.000015
420,0.000006,-0.000015
421,0.000006,-0.000015
422,0.000006,-0.000015
423,0.000006,-0.000015
424,0.000006,-0.000015
425,0.000006,-0.000014
426,0.000006,-0.000015
427,0.000006,-0.000014
428,0.000006,-0.000014
429,0.000006,-0.000015
430,0.000006,-0.000014
431,0.000006,-0.000014
432,0.000006,-0.000014
433,0.000006,-0.000014
434,0.000006,-0.000014
435,0.000006,-0.000014
436,0.000006,-0.000014
437,0.000006,-0.000014
438,0.000006,-0.000014
439,0.000006,-0.000014
440,0.000006,-0.000014
441,0.000006,-0.000014
442,0.000006,-0.000014
443,0.000006,-0.000014
444,0.000006,-0.000014
445,0.000006,-0.000014
446,0.000006,-0.000014
447,0.000006,-0.000014
448,0.000006,-0.000014
449,0.000005,-0.000014
450,0.000006,-0.000014
451,0.000006,-0.000014
452,0.000005,-0.000014
453,0.000005,-0.000014
454,0.000005,-0.000014
455,0.000005,-0.000014
456,0.000005,-0.000014
457,0.000005,-0.000014
458,0.000005,-0.000014
459,0.000005,-0.000014
460,0.000005,-0.000014
461,0.000005,-0.000014
462,0.000005,-0.000014
463,0.000005,-0.000014
464,0.000005,-0.000014
465,0.000005,-0.000014
466,0.000005,-0.000014
467,0.000005,-0.000014
468,0.000005,-0.000014
469,0.000005,-0.000014
470,0.000005,-0.000014
471,0.000005,-0.000014
472,0.000005,-0.000014
473,0.000005,-0.000014
474,0.000005,-0.000014
475,0.000005,-0.000014
476,0.000005,-0.000014
477,0.000005,-0.000014
478,0.000005,-0.000014
479,0.000005,-0.000014
480,0.000005,-0.000014
481,0.000005,-0.000014
482,0.000005,-0.000014
483,0.000005,-0.000014
484,0.000005,-0.000014
485,0.000005,-0.000014
486,0.000005,-0.000014
487,0.000005,-0.000014
488,0.000005,-0.000014
489,0.000005,-0.000014
490,0.000005,-0.000014
491,0.000005,-0.000014
492,0.000005,-0.000014
493,0.000005,-0.000014
494,0.000005,-0.000014
495,0.000005,-0.000014
496,0.000005,-0.000014
497,0.000005,-0.000014
498,0.000005,-0.000014
499,0.000005,-0.000014
500,0.000005,-0.000014
501,0.000005,-0.000014
502,0.000005,-0.000014
503,0.000005,-0.000014
504,0.000005,-0.000014
505,0.000005,-0.000014
506,0.000005,-0.000014
507,0.000005,-0.000014
508,0.000005,-0.000014
509,0.000005,-0.000014
510,0.000005,-0.000014
511,0.000005,-0.000014
512,0.000005,-0.000014
513,0.000005,-0.000014
514,0.000005,-0.000014
515,0.000005,-0.000014
516,0.000005,-0.000014
517,0.000005,-0.000014
518,0.000005,-0.000014
519,0.000005,-0.000014
520,0.000005,-0.000014
521,0.000005,-0.000014
522,0.000005,-0.000014
523,0.000005,-0.000014
524,0.000005,-0.000014
525,0.000005,-0.000014
526,0.000005,-0.000014
527,0.000005,-0.000014
528,0.000005,-0.000014
529,0.000005,-0.000014
530,0.000005,-0.000014
531,0.000005,-0.000014
532,0.000005,-0.000014
533,0.000005,-0.000014
534,0.000005,-0.000014
535,0.000005,-0.000014
536,0.000005,-0.000014
537,0.000005,-0.000014
538,0.000005,-0.000014
539,0.000005,-0.000014
540,0.000005,-0.000014
541,0.000005,-0.000014
542,0.000005,-0.000014
543,0.000005,-0.000014
544,0.000005,-0.000014
545,0.000005,-0.000014
546,0.000005,-0.000014
547,0.000005,-0.000014
548,0.000005,-0.000014
549,0.000005,-0.000014
550,0.000005,-0.000014
551,0.000005,-0.000014
552,0.000005,-0.000014
553,0.000005,-0.000014
554,0.000005,-0.000014
555,0.000005,-0.000014
556,0.000005,-0.000014
557,0.000005,-0.000014
558,0.000005,-0.000014
559,0.000005,-0.000014
560,0.000005,-0.000014
561,0.000005,-0.000014
562,0.000005,-0.000014
563,0.000005,-0.000014
564,0.000005,-0.000014
565,0.000005,-0.000014
566,0.000005,-0.000014
567,0.000005,-0.000014
568,0.000005,-0.000014
569,0.000005,-0.000014
570,0.000005,-0.000014
571,0.000005,-0.000014
572,0.000005,-0.000014
573,0.000005,-0.000014
574,0.000005,-0.000014
575,0.000005,-0.000014
576,0.000005,-0.000014
577,0.000005,-0.000014
578,0.000005,-0.000014
579,0.000005,-0.000014
580,0.000005,-0.000014
581,0.000005,-0.000014
582,0.000005,-0.000014
583,0.000005,-0.000014
584,0.000005,-0.000014
585,0.000005,-0.000014
586,0.000005,-0.000014
587,0.000005,-0.000014
588,0.000005,-0.000014
589,0.000005,-0.000014
590,0.000005,-0.000014
591,0.000005,-0.000014
592,0.000005,-0.000014
593,0.000005,-0.000014
594,0.000005,-0.000014
595,0.000005,-0.000014
596,0.000005,-0.000014
597,0.000005,-0.000014
598,0.000005,-0.000014
599,0.000005,-0.000014
600,0.000005,-0.000014
601,0.000005,-0.000014
602,0.000005,-0.000014
603,0.000005,-0.000014
604,0.000005,-0.000014
605,0.000005,-0.000014
606,0.000005,-0.000014
607,0.000005,-0.000014
608,0.000005,-0.000014
609,0.000005,-0.000014
610,0.000005,-0.000014
611,0.000005,-0.000014
612,0.000005,-0.000014
613,0.000005,-0.000014
614,0.000005,-0.000014
615,0.000005,-0.000014
616,0.000005,-0.000014
617,0.000005,-0.000014
618,0.000005,-0.000014
619,0.000005,-0.000014
620,0.000005,-0.000014
621,0.000005,-0.000014
622,0.000005,-0.000014
623,0.000005,-0.000014
624,0.000005,-0.000014
625,0.000005,-0.000014
626,0.000005,-0.000014
627,0.000005,-0.000014
628,0.000005,-0.000014
629,0.000005,-0.000014
630,0.000005,-0.000014
631,0.000005,-0.000014
632,0.000005,-0.000014
633,0.000005,-0.000014
634,0.000005,-0.000014
635,0.000005,-0.000014
636,0.000005,-0.000014
637,0.000005,-0.000014
638,0.000005,-0.000014
639,0.000005,-0.000014
640,0.000005,-0.000014
641,0.000005,-0.000014
642,0.000005,-0.000014
643,0.000005,-0.000014
644,0.000005,-0.000014
645,0.000005,-0.000014
646,0.000005,-0.000014
647,0.000005,-0.000014
648,0.000005,-0.000014
649,0.000005,-0.000014
650,0.000005,-0.000014
651,0.000005,-0.000014
652,0.000005,-0.000014
653,0.000005,-0.000014
654,0.000005,-0.000014
655,0.000005,-0.000014
656,0.000005,-0.000014
657,0.000005,-0.000014
658,0.000005,-0.000014
659,0.000005,-0.000014
660,0.000005,-0.000014
661,0.000005,-0.000014
662,0.000005,-0.000014
663,0.000005,-0.000014
664,0.000005,-0.000014
665,0.000005,-0.000014
666,0.000005,-0.000014
667,0.000005,-0.000014
668,0.000005,-0.000014
669,0.000005,-0.000014
670,0.000005,-0.000014
671,0.000005,-0.000014
672,0.000005,-0.000014
673,0.000005,-0.000014
674,0.000005,-0.000014
675,0.000005,-0.000014
676,0.000005,-0.000014
677,0.000005,-0.000014
678,0.000005,-0.000014
679,0.000005,-0.000014
680,0.000005,-0.000014
681,0.000005,-0.000014
682,0.000005,-0.000014
683,0.000005,-0.000014
684,0.000005,-0.000014
685,0.000005,-0.000014
686,0.000005,-0.000014
687,0.000005,-0.000014
688,0.000005,-0.000014
689,0.000005,-0.000014
690,0.000005,-0.000014
691,0.000005,-0.000014
692,0.000005,-0.000014
693,0.000005,-0.000014
694,0.000005,-0.000014
695,0.000005,-0.000014
696,0.000005,-0.000014
697,0.000005,-0.000014
698,0.000005,-0.000014
699,0.000005,-0.000014
700,0.000005,-0.000014
701,0.000005,-0.000014
702,0.000005,-0.000014
703,0.000005,-0.000014
704,0.000005,-0.000014
705,0.000005,-0.000014
706,0.000005,-0.000014
707,0.000005,-0.000014
708,0.000005,-0.000014
709,0.000005,-0.000014
710,0.000005,-0.000014
711,0.000005,-0.000014
712,0.000005,-0.000014
713,0.000005,-0.000014
714,0.000005,-0.000014
715,0.000005,-0.000014
716,0.000005,-0.000014
717,0.000005,-0.000014
718,0.000005,-0.000014
719,0.000005,-0.000014
720,0.000005,-0.000014
721,0.000005,-0.000014
722,0.000005,-0.000014
723,0.000005,-0.000014
724,0.000005,-0.000014
725,0.000005,-0.000014
726,0.000005,-0.000014
727,0.000005,-0.000014
728,0.000005,-0.000014
729,0.000005,-0.000014
730,0.000005,-0.000014
731,0.000005,-0.000014
732,0.000005,-0.000014
733,0.000005,-0.000014
734,0.000005,-0.000014
735,0.000005,-0.000014
736,0.000005,-0.000014
737,0.000005,-0.000014
738,0.000005,-0.000014
739,0.000005,-0.000014
740,0.000005,-0.000014
741,0.000005,-0.000014
742,0.000005,-0.000014
743,0.000005,-0.000014
744,0.000005,-0.000014
745,0.000005,-0.000014
746,0.000005,-0.000014
747,0.000005,-0.000014
748,0.000005,-0.000014
749,0.000005,-0.000014
750,0.000005,-0.000014
751,0.000005,-0.000014
752,0.000005,-0.000014
753,0.000005,-0.000014
754,0.000005,-0.000014
755,0.000005,-0.000014
756,0.000005,-0.000014
757,0.000005,-0.000014
758,0.000005,-0.000014
759,0.000005,-0.000014
760,0.000005,-0.000014
761,0.000005,-0.000014
762,0.000005,-0.000014
763,0.000005,-0.000014
764,0.000005,-0.000014
765,0.000005,-0.000014
766,0.000005,-0.000014
767,0.000005,-0.000014
768,0.000005,-0.000014
769,0.000005,-0.000014
770,0.000005,-0.000014
771,0.000005,-0.000014
772,0.000005,-0.000014
773,0.000005,-0.000014
774,0.000005,-0.000014
775,0.000005,-0.000014
776,0.000005,-0.000014
777,0.000005,-0.000014
778,0.000005,-0.000014
779,0.000005,-0.000014
780,0.000005,-0.000014
781,0.000005,-0.000014
782,0.000005,-0.000014
783,0.000005,-0.000014
784,0.000005,-0.000014
785,0.000005,-0.000014
786,0.000005,-0.000014
787,0.000005,-0.000014
788,0.000005,-0.000014
789,0.000005,-0.000014
790,0.000005,-0.000014
791,0.000005,-0.000014
792,0.000005,-0.000014
793,0.000005,-0.000014
794,0.000005,-0.000014
795,0.000005,-0.000014
796,0.000005,-0.000014
797,0.000005,-0.000014
798,0.000005,-0.000014
799,0.000005,-0.000014
800,0.000005,-0.000014
801,0.000005,-0.000014
802,0.000005,-0.000014
803,0.000005,-0.000014
804,0.000005,-0.000014
805,0.000005,-0.000014
806,0.000005,-0.000014
807,0.000005,-0.000014
808,0.000005,-0.000014
809,0.000005,-0.000014
810,0.000005,-0.000014
811,0.000005,-0.000014
812,0.000005,-0.000014
813,0.000005,-0.000014
814,0.000005,-0.000014
815,0.000005,-0.000014
816,0.000005,-0.000014
817,0.000005,-0.000014
818,0.000005,-0.000014
819,0.000005,-0.000014
820,0.000005,-0.000014
821,0.000005,-0.000014
822,0.000005,-0.000014
823,0.000005,-0.000014
824,0.000005,-0.000014
825,0.000005,-0.000014
826,0.000005,-0.000014
827,0.000005,-0.000014
828,0.000005,-0.000014
829,0.000005,-0.000014
830,0.000005,-0.000014
831,0.000005,-0.000014
832,0.000005,-0.000014
833,0.000005,-0.000014
834,0.000005,-0.000014
835,0.000005,-0.000014
836,0.000005,-0.000014
837,0.000005,-0.000014
838,0.000005,-0.000014
839,0.000005,-0.000014
840,0.000005,-0.000014
841,0.000005,-0.000014
842,0.000005,-0.000014
843,0.000005,-0.000014
844,0.000005,-0.000014
845,0.000005,-0.000014
846,0.000005,-0.000014
847,0.000005,-0.000014
848,0.000005,-0.000014
849,0.000005,-0.000014
850,0.000005,-0.000014
851,0.000005,-0.000014
852,0.000005,-0.000014
853,0.000005,-0.000014
854,0.000005,-0.000014
855,0.000005,-0.000014
856,0.000005,-0.000014
857,0.000005,-0.000014
858,0.000005,-0.000014
859,0.000005,-0.000014
860,0.000005,-0.000014
861,0.000005,-0.000014
862,0.000005,-0.000014
863,0.000005,-0.000014
864,0.000005,-0.000014
865,0.000005,-0.000014
866,0.000005,-0.000014
867,0.000005,-0.000014
868,0.000005,-0.000014
869,0.000005,-0.000014
870,0.000005,-0.000014
871,0.000005,-0.000014
872,0.000005,-0.000014
873,0.000005,-0.000014
874,0.000005,-0.000014
875,0.000005,-0.000014
876,0.000005,-0.000014
877,0.000005,-0.000014
878,0.000005,-0.000014
879,0.000005,-0.000014
880,0.000005,-0.000014
881,0.000005,-0.000014
882,0.000005,-0.000014
883,0.000005,-0.000014
884,0.000005,-0.000014
885,0.000005,-0.000014
886,0.000005,-0.000014
887,0.000005,-0.000014
888,0.000005,-0.000014
889,0.000005,-0.000014
890,0.000005,-0.000014
891,0.000005,-0.000014
892,0.000005,-0.000014
893,0.000005,-0.000014
894,0.000005,-0.000014
895,0.000005,-0.000014
896,0.000005,-0.000014
897,0.000005,-0.000014
898,0.000005,-0.000014
899,0.000005,-0.000014
900,0.000005,-0.000014
901,0.000005,-0.000014
902,0.000005,-0.000014
903,0.000005,-0.000014
904,0.000005,-0.000014
905,0.000005,-0.000014
906,0.000005,-0.000014
907,0.000005,-0.000014
908,0.000005,-0.000014
909,0.000005,-0.000014
910,0.000005,-0.000014
911,0.000005,-0.000014
912,0.000005,-0.000014
913,0.000005,-0.000014
914,0.000005,-0.000014
915,0.000005,-0.000014
916,0.000005,-0.000014
917,0.000005,-0.000014
918,0.000005,-0.000014
919,0.000005,-0.000014
920,0.000005,-0.000014
921,0.000005,-0.000014
922,0.000005,-0.000014
923,0.000005,-0.000014
924,0.000005,-0.000014
925,0.000005,-0.000014
926,0.000005,-0.000014
927,0.000005,-0.000014
928,0.000005,-0.000014
929,0.000005,-0.000014
930,0.000005,-0.000014
931,0.000005,-0.000014
932,0.000005,-0.000014
933,0.000005,-0.000014
934,0.000005,-0.000014
935,0.000005,-0.000014
936,0.000005,-0.000014
937,0.000005,-0.000014
938,0.000005,-0.000014
939,0.000005,-0.000014
940,0.000005,-0.000014
941,0.000005,-0.000014
942,0.000005,-0.000014
943,0.000005,-0.000014
944,0.000005,-0.000014
945,0.000005,-0.000014
946,0.000005,-0.000014
947,0.000005,-0.000014
948,0.000005,-0.000014
949,0.000005,-0.000014
950,0.000005,-0.000014
951,0.000005,-0.000014
952,0.000005,-0.000014
953,0.000005,-0.000014
954,0.000005,-0.000014
955,0.000005,-0.000014
956,0.000005,-0.000014
957,0.000005,-0.000014
958,0.000005,-0.000014
959,0.000005,-0.000014
960,0.000005,-0.000014
961,0.000005,-0.000014
962,0.000005,-0.000014
963,0.000005,-0.000014
964,0.000005,-0.000014
965,0.000005,-0.000014
966,0.000005,-0.000014
967,0.000005,-0.000014
968,0.000005,-0.000014
969,0.000005,-0.000014
970,0.000005,-0.000014
971,0.000005,-0.000014
972,0.000005,-0.000014
973,0.000005,-0.000014
974,0.000005,-0.000014
975,0.000005,-0.000014
976,0.000005,-0.000014
977,0.000005,-0.000014
978,0.000005,-0.000014
979,0.000005,-0.000014
980,0.000005,-0.000014
981,0.000005,-0.000014
982,0.000005,-0.000014
983,0.000005,-0.000014
984,0.000005,-0.000014
985,0.000005,-0.000014
986,0.000005,-0.000014
987,0.000005,-0.000014
988,0.000005,-0.000014
989,0.000005,-0.000014
990,0.000005,-0.000014
991,0.000005,-0.000014
992,0.000005,-0.000014
993,0.000005,-0.000014
994,0.000005,-0.000014
995,0.000005,-0.000014
996,0.000005,-0.000014
997,0.000005,-0.000014
998,0.000005,-0.000014
999,0.000005,-0.000014
